address_id,geocoded_address,lon,lat
7979,1252 77TH STREET,-74.00969,40.61977
5319,825 AVENUE W,-73.96179,40.593643
7990,511 EAST 34TH STREET,-73.944954,40.644054
6661,615 EAST 38TH STREET,-73.94072,40.640255
7992,1266 NEW YORK AVENUE,-73.94573,40.642067
5330,1164 BROOKLYN AVENUE,-73.94315,40.645023
6660,1063 EAST 42ND STREET,-73.93565,40.628735
7991,4305 SNYDER AVENUE,-73.93685,40.649704
4000,320 77TH STREET,-74.027695,40.629856
5331,293 BAY 20 ST,,
6663,1432 EAST 49TH STREET,-73.92869,40.626316
7994,297 EAST 34TH STREET,-73.945564,40.64974
4001,2070 85TH STREET,-73.99614,40.6043
5332,288 DAHLGREN PLACE,-74.02746,40.6131
6662,1541 NEW YORK AVENUE,-73.94499,40.63529
7993,941 EAST 45TH STREET,-73.9338,40.638485
4002,1931 61ST STREET,-73.98495,40.619686
5333,9917 SHORE ROAD,-74.03671,40.61337
6665,1717 WEST 1ST STREET,-73.974495,40.60601
7996,1931 BEDFORD AVE,-73.95659,40.657772
4003,281 COOPER STREET,-73.90398,40.69122
5334,64 KOSCIUSZKO STREET,-73.95259,40.690483
6664,1739 WEST 1ST STREET,-73.97443,40.605625
7995,1051 NEW YORK AVENUE,-73.94633,40.647713
5324,2335 WEST 12TH STREET,-73.982124,40.590595
6656,333 LOGAN STREET,-73.87702,40.678226
7987,102 VERONICA PLACE,-73.95276,40.647766
5325,642 EAST 96TH STREET,-73.91222,40.652782
6655,395 MILLER AVENUE,-73.89081,40.671074
7986,420 MONTAUK AVENUE,-73.876045,40.667923
5326,242 BAY 22ND STREET,,
6658,727 ASHFORD STREET,-73.882324,40.664787
7989,1600 BEVERLEY ROAD,-73.96401,40.64441
5327,182 HURON STREET,-73.95413,40.73308
6657,692 ASHFORD STREET,-73.882805,40.665424
7988,1257 ROGERS AVENUE,-73.95123,40.639168
5328,230 PARK PLACE,-73.9703,40.677013
5329,30 MONROE PLACE,-73.99252,40.696377
6659,1129 ROGERS AVENUE,-73.95157,40.642376
6670,2152 COLEMAN STREET,-73.92498,40.60958
5340,177 AMITY STREET,-73.99471,40.688843
6672,592 MAYFAIR DRIVE SOUTH,-73.91241,40.609955
4010,1120 GREENE AVE,-73.924126,40.69335
5341,740 PROSPECT PLACE,-73.95168,40.674393
6671,865 EAST 27TH STREET,-73.95027,40.629375
4011,2818 WEST 16,-73.984055,40.578514
5342,44 DUFFIELD STREET,-73.98407,40.697205
6674,2214 EAST 28TH STREET,-73.94333,40.597622
4012,2053 WEST 5TH STREET,-73.97671,40.597687
5343,937 BAY RIDGE AVENUE,,
6673,302 2ND STREET,-73.983765,40.673866
4013,153 BERKELEY PLACE,-73.97563,40.675335
5344,1257 74TH STREET,-74.00777,40.621494
6676,30 OCEAN PARKWAY,-73.974434,40.650482
4014,219 WITHERS STREET,-73.94256,40.717583
5345,1160 77 STREET,-74.011734,40.62101
6675,1707 AVENUE W,,
4004,231 PRESIDENT STREET,-73.99758,40.68212
5335,3071 BRIGHTON 13 STREET,-73.95644,40.57868
6667,39 BAY 38TH STREET,,
7998,660 MAPLE STREET,-73.93904,40.66155
4005,1701 ALBEMARLE ROAD,-73.96349,40.64692
5336,75 ELDERT STREET,-73.91265,40.687157
6666,2177 WEST 8TH STREET,-73.9791,40.594597
7997,50 LEFFERTS AVE,-73.95926,40.661823
4006,2435 WEST 3RD STREET,-73.97283,40.589405
5337,MADISON STREET,,
6669,214 CALYER STREET,-73.95129,40.728783
4007,1528 BERGEN STREET,-73.93228,40.67513
5338,358 COURT STREET,-73.99597,40.68223
6668,137 BAY 50TH STREET,-73.98644,40.58603
7999,503 LENOX ROAD,-73.9419,40.65465
4008,1240 EAST 28TH STREET,-73.94771,40.620773
5339,531 VANDERBILT AVENUE,-73.96764,40.68245
4009,1208 HERKIMER STREET,-73.91327,40.67765
6681,535 JEROME STREET,-73.88543,40.66821
5350,226 HIGHLAWN AVENUE,-73.97747,40.60362
6680,195 WILLOUGHBY AVENUE,-73.96397,40.69207
4020,307 CORNELIA STREET,-73.91085,40.694954
5351,1401 OCEAN AVENUE,-73.9568,40.62793
6683,91 VERMONT STREET,-73.89574,40.679142
4021,1270 HANCOCK STREET,-73.9103,40.693115
5352,2122 EAST 26TH STREET,-73.94557,40.59945
6682,1008 HALSEY ST,-73.91417,40.68679
4022,1257 DEKALB AVENUE,-73.92653,40.69689
5353,2516 AVENUE W,,
6685,28 BAY 10TH STREET,,
4023,120 HALL STREET,-73.96606,40.69414
5354,461 44TH STREET,-74.00774,40.649025
6684,55 CRESCENT STREET,-73.8736,40.688038
4024,361 TROY AVE,-73.936935,40.666016
5355,319 HUMBOLDT STREET,-73.94243,40.712963
6687,9801 SHORE ROAD,,
4025,1360 76TH STREET,-74.00675,40.618908
5356,40 OCEAN PARKWAY,-73.975044,40.650257
6686,123 86TH STREET,-74.035706,40.62457
4015,54 86TH STREET,-74.038246,40.62516
5346,716 MILLER AVENUE,-73.88848,40.66291
6678,2427 EAST 14TH STREET,-73.95595,40.59146
4016,236 95TH STREET,-74.034615,40.617516
5347,2446 BEDFORD AVE,-73.954605,40.643578
6677,2027 WEST 9TH STREET,-73.98065,40.597767
4017,659 MADISON STREET,-73.930885,40.686993
5348,741 FENIMORE STREET,-73.93789,40.65948
4018,697 HANCOCK STREET,-73.92737,40.685146
5349,2420 GERRITSEN AVENUE,-73.930984,40.598087
6679,586 LEONARD STREET,-73.95035,40.724808
4019,593 MARCY AVENUE,-73.94908,40.694767
5360,360 COURT STREET,-73.996025,40.682117
6692,527 THOMAS S BOYLAND ST,-73.913185,40.667862
4030,1257 EAST 29TH STREET,-73.94671,40.62055
5361,AVENUE R,,
6691,62 HICKS STREET,-73.9936,40.700012
4031,2517 EAST 65TH STREET,-73.90823,40.6096
5362,305 FIFTH AVENUE,-73.982956,40.67318
6694,325 CLINTON AVENUE,-73.96785,40.688316
4032,742 DECATUR STREET,-73.91405,40.683666
5363,315 SAINT JOHNS PLACE,-73.967186,40.674355
6693,9519 AVENUE M,-73.89485,40.63616
4033,78 VILLAGE ROAD NORTH,-73.9723,40.59643
5364,1102 PUTNAM AVENUE,-73.918564,40.688282
6696,252 GREENE AVENUE,-73.96097,40.687267
4034,2432 WEST 1ST STREET,-73.971016,40.58969
5365,135 ASHLAND PLACE,-73.978966,40.692093
6695,345 CLINTON AVENUE,-73.967705,40.68761
4035,127 PIONEER STREET,-74.010864,40.678787
5366,737 LEXINGTON AVENUE,-73.93143,40.689926
6698,177 JEROME STREET,-73.88787,40.677757
4036,179 WOODPOINT ROAD,-73.94197,40.7165
5367,1679 EAST 19TH STREET,-73.95448,40.609196
6697,35 ESSEX STREET,-73.88369,40.68377
6690,1379 45TH STREET,-73.98814,40.636276
4026,319 WINTHROP STREET,-73.94953,40.657146
5357,9017 RIDGE BOULEVARD,-74.034935,40.62117
6689,423 ATLANTIC AVENUE,-73.98388,40.68657
4027,687 HUMBOLDT STREET,-73.94547,40.725754
5358,6912 AVENUE M,-73.91401,40.623806
6688,1623 73RD STREET,-73.99886,40.61703
4028,36 ECKFORD STREET,-73.947914,40.72117
5359,40 CLINTON STREET,-73.99164,40.695908
4029,1334 EAST 19TH STREET,-73.956085,40.617573
4040,524 WILLOUGHBY AVENUE,-73.94845,40.693954
5371,689 MYRTLE AVENUE,-73.95572,40.694633
4041,155 HENRY ST,-73.9937,40.696045
5372,201 SPENCER STREET,-73.954765,40.692547
4042,1746 PITKIN AVENUE,-73.90867,40.669987
5373,2436 EAST 74TH STREET,-73.89935,40.61587
4043,176 JOHNSON STREET,-73.98267,40.694798
5374,1646 56TH STREET,-73.98834,40.626358
4044,357 EAST 22ND STREET,-73.95646,40.64314
5375,1528 63RD STREET,-73.995224,40.624054
4045,373 LINCOLN ROAD,-73.95032,40.6616
5376,1634 57TH STREET,-73.989265,40.625996
4046,2310 NATIONAL DRIVE,-73.91377,40.60478
5377,1263 PUTNAM AVENUE,-73.91461,40.69232
4047,415 ST JOHNS PLACE,-73.96421,40.673855
5378,89A COOPER ST,-73.90903,40.686077
5370,318 QUINCY STREET,-73.948586,40.68719
4037,46 SOUTH 2ND STREET,-73.9657,40.714436
5368,20 JACKSON PLACE,-73.98613,40.6628
4038,1103 PROSPECT AVENUE,-73.97721,40.656055
5369,219 DAHLGREN PLACE,-74.02653,40.614635
6699,85 LIVINGSTON,-73.99089,40.69145
4039,1446 CARROLL STREET,-73.9405,40.66662
4051,848 67TH STREET,-74.01265,40.63083
5382,82 IRVING PLACE,-73.95972,40.68252
4052,108 PIERREPONT STR,-73.993095,40.695217
5383,283 EMPIRE BLVD.,-73.95276,40.663803
4053,149 ATLANTIC AVENUE,-73.995125,40.690456
5384,358 EASTERN PARKWAY,-73.956764,40.670185
4054,1260 PROSPECT PLACE,-73.93463,40.673466
5385,252 CLEVELAND STREET,-73.88536,40.678875
4055,361 EAST 26TH STREET,-73.95247,40.64164
5386,3440 ATLANTIC AVENUE,-73.869736,40.6822
4056,390 KINGS HIGHWAY,-73.975655,40.604572
5387,646 EAST 32ND STREET,-73.94604,40.635307
4057,214 GREEN STREET,-73.95289,40.73392
5388,1049 RUTLAND ROAD,-73.92502,40.663567
4058,1863 BATH AVENUE,-74.004295,40.602905
5389,412 RUTLAND RD,-73.94719,40.659607
5380,171 GREENE AVENUE,-73.96509,40.686802
4050,23 DANK COURT,-73.97382,40.586563
5381,361 CLINTON AVENUE,-73.96762,40.687202
4048,310 WINDSOR PLACE,-73.97521,40.657063
5379,24 3 STREET,-73.9952,40.678543
4049,364 LAFAYETTE AVENUE,-73.96083,40.68878
4062,140 QUINCY STREET,-73.955414,40.686405
5393,874 HANCOCK STREET,-73.92028,40.685947
4063,1674 82ND STREET,-74.0032,40.611298
5394,356 CHAUNCEY STREET,-73.918236,40.681686
4064,2214 EAST 73RD STREET,-73.90385,40.618797
5395,1306 HERKIMER STREET,-73.910324,40.67749
4065,6309 NEW UTRECHT AVENUE,-73.99727,40.625175
5396,1680 EAST 54TH STREET,-73.92272,40.616467
4066,1021 38TH STREET,-73.99167,40.6448
5397,681 UNION STREET,-73.98215,40.67708
4067,75 HENRY STREET,-73.99222,40.699093
5398,44 PROSPECT PARK WEST,-73.97257,40.66973
4068,1266 HANCOCK STREET,-73.910385,40.693027
5399,153 GARFIELD PLACE,-73.97897,40.673256
4069,456 CHAUNCEY STREET,-73.913864,40.682186
5390,175 WILLOUGHBY STREET,-73.98142,40.692017
4060,29 PULASKI STREET,-73.95051,40.69223
5391,1641 EAST 18TH STREET,-73.95555,40.609726
4061,167 MADISON STREET,-73.95248,40.684505
5392,1330 EAST 17TH STREET,-73.95808,40.617798
4059,450 MARINE AVENUE,-74.03174,40.613556
4073,646 CHAUNCEY STREET,-73.90917,40.683544
4074,657 WARREN STREET,-73.97902,40.680664
4075,7003 LOUISE TERRACE,-74.03217,40.63679
4076,230 PARK PLACE,-73.9703,40.677013
4077,685 PUTNAM AVENUE,-73.9341,40.685875
4078,679 VANDERBILT AVENUE,-73.96926,40.676544
4079,8726 19TH AVENUE,-74.00317,40.60334
4070,225 PARK PLACE,-73.9705,40.677067
4071,295 ST. JOHN'S PLACE,-73.96743,40.67429
4072,657 46TH STREET,-74.00455,40.64528
4084,50 TOMPKINS AVENUE,-73.94682,40.697987
4085,94 TOMPKINS AVENUE,-73.94641,40.695942
4086,174 MADISON STREET,-73.952126,40.684536
4087,347 GATES AVENUE,-73.953224,40.68592
4088,2057 66TH STREET,-73.98525,40.615177
4089,1428 80TH STREET,-74.00748,40.615704
1809,1843 66TH STREET,-73.98986,40.617966
4080,82 77TH STREET,-74.03452,40.631477
4081,58 86TH STREET,-74.0381,40.625126
4082,215 PUTNAM AVENUE,-73.95319,40.683674
4083,278 VAN BUREN STREET,-73.93597,40.69089
1800,1349 PACIFIC STREET,-73.94761,40.67754
1808,270 5TH STREET,-73.985504,40.672176
1807,329 VANDERBILT STREET,-73.97869,40.65255
1806,15 HARRISON AVENUE,-73.953995,40.706303
1805,1101 EAST 4TH STREET,-73.97287,40.624466
1804,1373 CONEY ISLAND AVENUE,-73.96505,40.62417
1803,220 CALYER STREET,-73.95108,40.728855
1802,292 RUTLAND ROAD,-73.95108,40.659363
1801,685 ST. JOHNS PLACE,,
4095,92 STOCKHOLM STREET,-73.92484,40.6974
4096,283 COOPER STREET,-73.90395,40.69124
4097,186 MOFFAT STREET,-73.90612,40.687824
4098,502 WILSON AVENUE,-73.910576,40.69208
4099,653 HICKS STREET,-74.00307,40.680347
4090,2156 82ND STREET,-73.99244,40.604797
4091,1935 51ST STREET,-73.979,40.625282
4092,6103 20TH AVENUE,-73.98354,40.618744
4093,2153 63RD STREET,-73.98128,40.61565
4094,1159 53RD STREET,-73.997574,40.63468
1811,1201/2 OAK STREET,,
1810,1358 49 STREET,-73.99085,40.634254
1819,636 MACDONOUGH STREET,-73.92098,40.68362
1818,505 16TH STREET,-73.97884,40.659664
1817,22 BEAUMONT STREET,-73.9518,40.581287
1816,1656 51ST STREET,-73.9853,40.62909
1815,386 STUYVESANT AVENUE,-73.93173,40.681297
1814,351 EASTERN PARKWAY,-73.95706,40.670708
1813,29 MARCUS GARVEY BOULEV,-73.94118,40.698692
1812,212 18TH STREET,-73.99265,40.663616
1822,734 RUGBY ROAD,-73.96352,40.631348
1821,870 40TH STREET,-73.99639,40.64581
1820,110 POWERS STREET,-73.94647,40.712143
1829,148 LEFFERTS PLACE,-73.95799,40.68071
1828,224 PUTNAM AVENUE,-73.9522,40.683777
1827,295 QUINCY STREET,-73.94898,40.687157
1826,421 HART STREET,-73.93331,40.694958
1825,849 70TH STREET,-74.01419,40.629017
1824,135 99TH STREET,-74.03599,40.61421
1823,1934 86TH STREET,-73.99962,40.60542
1833,184 MACDONOUGH STREET,-73.93917,40.68153
1832,464 JEFFERSON AVENUE,-73.939415,40.6845
1831,508 LAFAYETTE AVENUE,-73.954544,40.689507
1830,147 STUYVESANT AVENUE,-73.93347,40.690098
1839,1084 DECATUR STREET,-73.90976,40.68651
1838,4422 THIRD AVENUE,-74.01137,40.650967
1837,160 HENRY STREET,-73.993835,40.69578
1836,25 REMSEN STREET,-73.99707,40.69479
1835,1415 60TH STREET,-73.9959,40.62725
1834,107 JEFFERSON AVENUE,-73.9533,40.68291
1844,911 STERLING PLACE,-73.94844,40.67244
1843,697 ST. JOHNS PLACE,-73.955154,40.671974
1842,2715 STILLWELL AVENUE,-73.98233,40.581287
1841,385 CLINTON STREET,-73.997635,40.683434
1840,99 DOUGLASS STREET,-73.99171,40.683197
1849,63 MAPLE STREET,-73.95858,40.66034
1848,2083 NEW YORK AVENUE,-73.94301,40.62175
1847,1222 ROGERS AVE,-73.95135,40.640137
1846,784 ARGYLE ROAD,-73.96425,40.630234
1845,62 NEW YORK AVENUE,-73.94696,40.677937
1855,1530 WEST 10TH STREET,-73.98381,40.609356
1854,1787 WEST 6TH,-73.9789,40.60388
1853,189 11TH STREET,-73.99118,40.669853
1852,159 CARLTON AVENUE,-73.97282,40.692863
1851,1170 NOSTRAND AVENUE,-73.95045,40.658913
1850,120 MIDWOOD STREET,-73.95648,40.659744
1859,4274 OCEAN AVENUE,-73.94711,40.576683
1858,223 MONITOR STREET,-73.942825,40.726917
1857,64 NORMAN AVENUE,-73.95283,40.72507
1856,215 ECKFORD STREET,-73.950356,40.726555
1866,675 FIFTH AVENUE,-73.99294,40.661804
1865,401 8 AVENUE,-73.97674,40.66872
1864,1634 EAST 2ND STREET,-73.972115,40.60995
1863,626 AVENUE L,-73.96895,40.61946
1862,3552 BEDFORD AVENUE,-73.949615,40.615635
1861,1234 EAST 22ND STREET,-73.95369,40.62194
1860,1006 EAST 19TH STREET,-73.95772,40.626186
1869,180 SOUTH 4TH STREET,-73.96105,40.711205
1868,152 WITHERS STREET,-73.94577,40.717266
1867,196 DEVOE STREET,-73.943,40.713913
1880,6808 19TH AVENUE,-73.989944,40.61605
1877,148 WINTHROP STREET,-73.95515,40.656788
1876,303 EAST 2ND STREET,-73.97848,40.644104
1875,170 NORTH 11TH STREET,-73.95489,40.719757
1874,413 51ST STREET,-74.01274,40.645668
1873,287 E 5TH ST,-73.97589,40.64545
1872,584 GATES AVENUE,-73.9421,40.687187
1871,784 PUTNAM AVENUE,-73.93046,40.68628
1870,98 E. 4TH STREET,-73.99358,40.67692
1879,629 PUTNAM AVENUE,-73.936356,40.68561
1878,1654 84TH STREET,-74.004616,40.610584
1891,618 DEAN STREET,-73.96965,40.68054
1890,172 STERLING PLACE,-73.972725,40.676712
1888,1173 OVINGTON AVENUE,-74.00631,40.62587
1887,101 WILLOUGHBY STREET,-73.98521,40.69216
1886,826 ST JOHNS PLACE,,
1885,222 CLINTON STREET,-73.99471,40.689533
1884,1733 BAY RIDGE PARKWAY,,
1883,6706 20TH AVENUE,-73.98715,40.61529
1882,511 GREENE AVENUE,-73.95038,40.688496
1881,547 86TH STREET,-74.02515,40.620853
1889,80 METROPOLITAN AVENUE,-73.963715,40.71694
1899,1046 EAST 22ND STREET,-73.954544,40.62648
1898,137 CARLTON AVE,-73.97298,40.693615
1897,1078 CARROLL STREET,-73.95501,40.667408
1896,1261 PACIFIC STREET,-73.95078,40.677723
1895,277 HICKS STREET,-73.99689,40.69308
1894,1349 47TH STREET,-73.98987,40.635498
1893,768 HANCOCK STREET,-73.925064,40.6854
1892,568 82ND STREET,-74.02319,40.623375
6708,1298 UTICA AVENUE,-73.92923,40.640923
6707,652 EAST 51ST STREET,-73.928696,40.64539
6709,801 LINDEN BOULEVARD,-73.92837,40.65395
6700,453 MILFORD STREET,-73.874954,40.667942
6702,496 LIBERTY AVE,-73.89151,40.675137
6701,723 LOGAN STREET,-73.87401,40.668118
6704,2326 TILDEN AVENUE,-73.954796,40.646656
6703,435 WYONA STREET,-73.89191,40.667904
6706,1116 EAST 34TH STREET,-73.943275,40.62834
6705,416 OCEAN AVENUE,-73.96152,40.652695
6720,370 MARION STREET,-73.91474,40.68134
6719,1279 EAST 29TH STREET,-73.946625,40.6201
6718,3714 AVENUE S,,
6711,100 NEWEL STREET,-73.94792,40.725773
6710,109 BAY 32ND STREET,-74.00445,40.65798
6713,415 BEVERLY ROAD,-73.97621,40.643078
6712,303 BEVERLEY ROAD,-73.977234,40.642963
6715,2954 NOSTRAND AVENUE,-73.944145,40.61248
6714,1867 HARING STREET,-73.94192,40.606007
6717,2142 COLEMAN STREET,-73.92513,40.609722
6716,2050 EAST 38TH STREET,-73.92897,40.609856
6731,1122 PROSPECT PLACE,-73.94011,40.673763
5400,2110 AVENUE X,-73.94896,40.59288
6730,271 HEMLOCK STREET,-73.87107,40.683475
6729,3435 GUIDER,-73.95834,40.582954
6722,2649 HUBBARD STREET,-73.96276,40.585922
6721,840 HANCOCK STREET,-73.92218,40.68573
6724,815 8 AVENUE,-73.97881,40.666237
6723,1784 EAST 48TH STREET,-73.92863,40.616966
6726,3845 NEPTUNE AVENUE,-74.006615,40.57652
6725,1 PLAZA STREET,-73.9711,40.675186
6728,2650 EAST 26TH STREET,-73.9434,40.587997
6727,2529 EAST 22ND STREET,-73.94765,40.590176
6740,35 SEACOAST TERRACE,-73.956635,40.576668
5410,800 LEXINGTON AVENUE,-73.927086,40.69042
6742,1343 JEFFERSON AVENUE,-73.911,40.69361
5411,5118 13TH AVENUE,-73.99342,40.633778
6741,621 EAST NEW YORK AVENUE,-73.94199,40.662113
5409,182 BAY RIDGE AVENUE,,
5401,2338 EAST 13TH STREET,-73.95728,40.59345
6733,1127 HALSEY STREET,-73.91148,40.68954
5402,2569 OCEAN AVENUE,-73.951294,40.59881
6732,7 OAKLAND PLACE,-73.95493,40.64774
5403,177 31ST STREET,-74.00118,40.656918
6735,332 EAST 8TH STREET,-73.97137,40.64197
5404,286 UNION AVENUE,-73.950775,40.708904
6734,2272 EAST 60TH PLACE,-73.910736,40.611057
5405,176 STERLING PLACE,-73.97262,40.676674
6737,1524 49TH STREET,-73.98709,40.631985
5406,2642 EAST 66TH STREET,-73.90949,40.607056
6736,1528 EAST 35TH STREET,-73.940605,40.616905
5407,2138 BATH AVENUE,-73.99832,40.59922
6739,1626 71ST STREET,-73.99772,40.61814
5408,354 86TH STREET,-74.029594,40.623096
6738,1190 EAST 93RD STREET,-73.903244,40.641163
6751,2932 BRIGHTON 5 STREET,-73.96349,40.580414
5420,790 TROY AVENUE,-73.93643,40.65379
6750,267 AVENUE O,-73.973755,40.611347
5421,37 BAY 40TH STREET,,
6753,269 55TH STREET,-74.0184,40.64547
5422,2138 WEST 6 STREET,-73.97735,40.595642
6752,2037 STRAUSS STREET,-73.915184,40.664333
5412,262 PALMETTO ST,-73.914566,40.695927
6744,715 MADISON STREET,-73.92892,40.687218
5413,318 KNICKERBOCKER AVENUE,-73.922966,40.701427
6743,121A 97TH STREET,-74.03706,40.615402
5414,61 NICHOLS AVENUE,-73.869774,40.689255
6746,908 LAFAYETTE AVENUE,-73.93623,40.691612
5415,225 ADAMS STREET,-73.9885,40.69722
6745,906 HERKIMER STREET,-73.923454,40.678204
5416,643 ALABAMA AVENUE,-73.89507,40.660206
6748,23 GEORGETOWN LANE,-73.91439,40.622795
5417,1010 NEW YORK AVENUE,-73.94643,40.64855
6747,1713 75TH STREET,-73.99793,40.614574
5418,1771 NOSTRAND AVE,-73.948685,40.64258
5419,77 EAST 51ST STREET,-73.93026,40.660137
6749,2048 ROYCE STREET,-73.90483,40.62194
6760,827 BARBEY STREET,-73.88395,40.662624
5430,230 PARK PLACE,-73.9703,40.677013
6762,110 LINDEN BOULEVARD,-73.95489,40.652367
4100,138 BALTIC STREET,-73.99881,40.68766
5431,2120 EAST 26TH STREET,-73.94558,40.59949
6761,604 HEGEMAN AVENUE,-73.88945,40.660873
4101,1437 LINCOLN PLACE,-73.929054,40.669636
5432,2363 EAST 16TH STREET,-73.95437,40.593132
6764,655 EAST 43RD STREET,-73.935814,40.63902
4102,802 STERLING PLACE,-73.951904,40.672615
5433,142 SKILLMAN AVENUE,-73.9455,40.71585
6763,1303 EAST 34TH STREET,-73.94246,40.62385
5423,36 RUSSELL STREET,-73.94388,40.721912
6755,1361 EAST 84TH STREET,-73.901985,40.629875
5424,1707 EAST 34TH STREET,-73.93862,40.61404
6754,789 BUSHWICK AVENUE,-73.928535,40.695267
5425,2424 EAST 65TH STREET,-73.90764,40.611267
6757,205 AUTUMN AVENUE,-73.87052,40.685158
5426,114 WEBSTER AVENUE,-73.97572,40.630478
6756,601 SURF AVE,-73.97449,40.57497
5427,363 7TH STREET,-73.9842,40.669865
6759,59 MILFORD STREET,-73.878006,40.678257
5428,435 13TH STREET,-73.981926,40.663692
6758,110 FORCE TUBE AVENUE,-73.88138,40.684765
5429,279 PROSPECT AVENUE,-73.9891,40.66329
6771,8624 24TH AVENUE,-73.98991,40.598774
5440,361 CLINTON STREET,-73.997246,40.684242
6770,2502 MCDONALD AVENUE,-73.973976,40.59178
4110,275 LAKE STREET,-73.97398,40.59755
5441,1548 53RD STREET,-73.98897,40.62947
6773,1932 BROWN STREET,-73.94069,40.60444
4111,174 AVENUE S,,
5442,1430 52ND STREET,-73.99093,40.631565
6772,198 MONITOR STREET,-73.9427,40.726246
4112,733 CHURCH AVENUE,-73.97227,40.645798
5443,1725 49TH STREET,-73.98215,40.629013
6775,186 HOWARD AVENUE,-73.91981,40.68192
4113,4121 AVENUE T,-73.92575,40.61056
5444,1420 56TH STREET,-73.99345,40.629436
6774,2027 EAST 28TH STREET,-73.94411,40.60179
4103,1138 EASTERN PARKWAY,-73.930756,40.668556
5434,7310 AVENUE X,-73.900444,40.615932
6766,702 FENIMORE STREET,-73.93832,40.659443
4104,1042 BAY RIDGE PARKWAY,,
5435,1369 EAST 29 STREET,-73.94621,40.617912
6765,3322 AVENUE J,-73.94377,40.627113
4105,600 EAST 22ND STREET,-73.95668,40.637775
5436,494 EAST 7TH,-73.972015,40.63971
6768,1576 WEST 7TH ST,-73.98084,40.60869
4106,1610 NEW YORK AVENUE,-73.94483,40.633656
5437,1943 66TH STREET,-73.98772,40.61667
6767,402 4TH AVENUE,-73.98732,40.672043
4107,5366 KINGS HIGHWAY,,
5438,630 CRAWFORD AVENUE,-73.964096,40.59195
4108,50 LEFFERTS AVENUE,-73.95926,40.661823
5439,555 WASHINGTON AVENUE,-73.96451,40.681488
6769,1623 WEST 2ND STREET,-73.9758,40.60792
4109,90 E 52 STREET,-73.92921,40.658928
6780,133 CONSELYEA STREET,-73.94568,40.715122
5450,365 CLINTON AVENUE,-73.967606,40.6871
6782,817 LOGAN STREET,-73.87246,40.666016
4120,735 AVENUE Y,-73.96155,40.589344
5451,215 HIGHLAND BOULEVARD,-73.89371,40.681858
6781,7 PROSPECT PARK SOUTHW,,
4121,749 UNION STREET,-73.97968,40.676117
5452,459 BELMONT AVE,-73.89219,40.67113
6784,1444 EAST 73RD STREET,-73.91311,40.626568
4122,719 CARROLL STREET,-73.97762,40.67371
5453,1327 FLATBUSH AVENUE,-73.95452,40.63938
6783,27 GEORGETOWN LANE,-73.91433,40.622738
4123,487 THIRD STREET,-73.9791,40.670784
5454,531 KINGSTON AVENUE,-73.94263,40.660816
6786,1824 STUART STREET,-73.94103,40.6083
4124,1 PLAZA STREET WEST,-73.9711,40.675186
5455,1837 WEST 4TH STREET,-73.97672,40.602787
6785,1650 REMSEN AVENUE,-73.8965,40.631718
4114,27 NORTH ELLIOTT PLACE,-73.977486,40.6976
5445,92 HOWARD AVENUE,-73.92051,40.685467
6777,132 PROSPECT PLACE,-73.972916,40.67851
4115,707 MAC DONOUGH STREET,-73.9181,40.683964
5446,1824 WEST 3RD STREET,-73.975876,40.603245
6776,659 BERGEN STREET,-73.96739,40.679253
4116,1462 EASTERN PARKWAY,-73.91983,40.669525
5447,6910 6TH AVENUE,-74.0186,40.63219
6779,2106 FORD STREET,-73.938065,40.600563
4117,268 EAST 9TH STREET,-73.97043,40.64209
5448,553 KOSCIUSZKO STREET,-73.93219,40.692837
6778,2797 EAST 27TH STREET,-73.94167,40.5846
4118,1278 EAST 8TH STREET,-73.96679,40.617886
5449,2 GRACE COURT,-73.99633,40.69402
4119,1562 CONEY ISLAND AVENUE,-73.96414,40.61929
6791,368 STATE STREET,-73.985275,40.6879
5460,130 8TH AVENUE,-73.974014,40.672005
6790,3507 SNYDER AVENUE,-73.94445,40.649235
4130,153 MASPETH AVENUE,-73.93674,40.71668
5461,3814 SEAGATE AVENUE,-74.00533,40.575394
6793,604 E 82ND STREET,-73.915146,40.63947
4131,214 N. 11TH STREET,-73.990585,40.66956
5462,3344 SHORE PARKWAY,-73.951324,40.584312
6792,784 THOMAS S BOYLAND STR,-73.91145,40.66104
4132,214 N 11TH STREET,-73.990585,40.66956
5463,1509 PARK PLACE,-73.92678,40.67215
6795,707 EAST 96TH STREET,-73.911125,40.651825
4133,651 VANDERBILT STREET,-73.974724,40.65409
5464,425 PROSPECT PLACE,-73.961975,40.676228
6794,1440 EAST 105 STREET,-73.88471,40.63856
4134,3121 FARRAGUT ROAD,-73.94682,40.63635
5465,2401 EAST 23RD STREET,-73.94723,40.592903
6797,770 ROCKAWAY PARKWAY,-73.90889,40.65093
4135,2656 EAST 13TH STREET,-73.95594,40.58651
5466,334 BRADFORD STREET,-73.89172,40.67085
6796,EAST 89TH STREET,,
4125,343 4TH AVENUE,-73.986404,40.673122
5456,1841 EAST 23RD STREET,-73.949646,40.605686
6788,3412 AVENUE J,-73.942924,40.627205
4126,415 ST JOHNS PLACE,,
5457,2313 PACIFIC STREET,-73.908745,40.67542
6787,1115 EAST 15TH STREET,-73.960846,40.622314
4127,279 STERLING PLACE,-73.96859,40.67572
5458,397 EAST 8TH STREET,-73.971016,40.64017
4128,2446 EAST 23RD STREET,-73.94708,40.592068
